index,source,title_en,summary_en,filename,topic_en,sentiment_polarity,sentiment_confidence,sentiment_reasoning,joy_weight,joy_confidence,joy_reasoning,trust_weight,trust_confidence,trust_reasoning,fear_weight,fear_confidence,fear_reasoning,surprise_weight,surprise_confidence,surprise_reasoning,sadness_weight,sadness_confidence,sadness_reasoning,disgust_weight,disgust_confidence,digust_reasoning,anger_weight,anger_confidence,anger_reasoning,anticipation_weight,anticipation_confidence,anticipation_reasoning
10,bbc_arabic,Video: Gold Prices Rise 2% and the Dollar Declines... When Should I Buy Gold?,"Gold prices rose by about 2% on Wednesday as the dollar weakened, following the implementation of tariffs imposed by US President Donald Trump on China. Most dealers resorted to gold as a safe haven amid escalating concerns about global trade and recession. Investors should study the options available in their market and choose the investment model that suits their circumstances.",15_bbc-economic_20250420-060029.txt,Gold as a Safe Haven,0.6,90,The article states 'فيما لجأ معظم المتعاملين إلى الذهب كملاذ آمن' (Most dealers resorted to gold as a safe haven). This suggests a positive sentiment towards gold in times of economic uncertainty.,0.3,50,Sense of security.,0.7,80,Confidence in gold as a store of value.,0.2,40,Reduced fear due to safe haven.,0.1,30,Less surprise due to expected behavior.,0.1,30,Reduced sadness due to safe haven.,0.0,80,Not applicable in this context.,0.0,80,Not applicable in this context.,0.5,70,Anticipating stable returns.
11,bbc_arabic,Video: Gold Prices Rise 2% and the Dollar Declines... When Should I Buy Gold?,"Gold prices rose by about 2% on Wednesday as the dollar weakened, following the implementation of tariffs imposed by US President Donald Trump on China. Most dealers resorted to gold as a safe haven amid escalating concerns about global trade and recession. Investors should study the options available in their market and choose the investment model that suits their circumstances.",15_bbc-economic_20250420-060029.txt,Investment Advice,0.0,70,The article advises 'ينبغي على المستثمرين دراسة الخيارات المتاحة في سوقهم، واختيار نموذج الاستثمار المناسب لظروفهم.' (Investors should study the options available in their market and choose the investment model that suits their circumstances). This is neutral advice.,0.2,40,Potential for positive outcomes.,0.4,60,Belief in sound advice.,0.1,30,Uncertainty about investment outcomes.,0.1,30,Potential for unexpected results.,0.1,30,Risk of losses.,0.0,80,Not applicable in this context.,0.0,80,Not applicable in this context.,0.5,70,Hoping for successful investments.
12,bbc_arabic,How did Egyptians react to the authorities' decision to close famous food and sweets stores?,"Egyptian authorities have closed several food and sweets stores, including the popular ""Balaben,"" due to food safety concerns and reported cases of food poisoning. The National Food Safety Authority cited complaints and found pathogenic bacteria and banned food coloring in samples taken from various branches. While Balaben initially attributed the closures to administrative issues, they later acknowledged struggling to resolve the situation with authorities. The closures followed similar actions in Saudi Arabia due to poisoning complaints. The decision has sparked widespread reactions, with some supporting the government's action to protect public health, while others express concern over the job losses resulting from the closures, with Balaben claiming over 25,000 workers are affected. Some users also questioned the ownership of Balaben, alleging the owner is not Egyptian and owns other closed restaurants.",15_bbc-news_20250420-061731.txt,Egyptian Authorities' decision to close food and sweets stores,-0.2,85,"The overall sentiment is slightly negative due to the disruption caused by the closures, but also positive due to the intention of ensuring food safety. The phrase ""إجراءات مشددة بلغت حد الإغلاق"" (strict measures reaching the point of closure) suggests a serious situation.",0.0,90,No indication of joy.,0.3,70,Some trust in authorities to protect public health.,0.6,80,Fear of food poisoning and economic consequences.,0.4,75,Surprise at the scale of the closures.,0.5,80,Sadness due to job losses and business closures.,0.4,70,Disgust at the potential for unsanitary food practices.,0.3,70,"Some anger at the authorities' actions, perceiving them as excessive.",0.5,75,Anticipation for how the situation will be resolved and the long-term impact.
13,bbc_arabic,How did Egyptians react to the authorities' decision to close famous food and sweets stores?,"Egyptian authorities have closed several food and sweets stores, including the popular ""Balaben,"" due to food safety concerns and reported cases of food poisoning. The National Food Safety Authority cited complaints and found pathogenic bacteria and banned food coloring in samples taken from various branches. While Balaben initially attributed the closures to administrative issues, they later acknowledged struggling to resolve the situation with authorities. The closures followed similar actions in Saudi Arabia due to poisoning complaints. The decision has sparked widespread reactions, with some supporting the government's action to protect public health, while others express concern over the job losses resulting from the closures, with Balaben claiming over 25,000 workers are affected. Some users also questioned the ownership of Balaben, alleging the owner is not Egyptian and owns other closed restaurants.",15_bbc-news_20250420-061731.txt,Balaben (the sweets store),-0.6,90,"The sentiment towards Balaben is negative due to the food safety issues and closures, despite their initial denial. The phrases ""حالات تسمم غذائي"" (food poisoning cases) and ""بكتريا ممرضه"" (pathogenic bacteria) strongly contribute to the negative sentiment.",0.0,95,No indication of joy related to this topic.,0.1,60,Low trust due to the allegations and closures.,0.6,85,Fear related to food safety and potential health risks.,0.3,70,Surprise at the extent of the problems.,0.4,75,Sadness for the business and its employees.,0.7,90,Disgust at the alleged unsanitary practices.,0.4,70,Anger from those affected by the closures or who feel misled.,0.3,65,Uncertainty about the future of the business.
14,bbc_arabic,How did Egyptians react to the authorities' decision to close famous food and sweets stores?,"Egyptian authorities have closed several food and sweets stores, including the popular ""Balaben,"" due to food safety concerns and reported cases of food poisoning. The National Food Safety Authority cited complaints and found pathogenic bacteria and banned food coloring in samples taken from various branches. While Balaben initially attributed the closures to administrative issues, they later acknowledged struggling to resolve the situation with authorities. The closures followed similar actions in Saudi Arabia due to poisoning complaints. The decision has sparked widespread reactions, with some supporting the government's action to protect public health, while others express concern over the job losses resulting from the closures, with Balaben claiming over 25,000 workers are affected. Some users also questioned the ownership of Balaben, alleging the owner is not Egyptian and owns other closed restaurants.",15_bbc-news_20250420-061731.txt,Egyptian Consumers/Public Reaction,0.0,80,"The sentiment is mixed. Some support the closures for safety reasons (positive), while others are concerned about job losses (negative). The phrases ""تفاعل واسع"" (wide reaction) and the contrasting opinions expressed on social media indicate a divided sentiment.",0.1,50,"Minimal joy, perhaps relief for those who prioritize food safety.",0.3,65,Some trust in the authorities' actions.,0.5,80,Fear about food safety and potential health risks.,0.3,60,Surprise at the closures and the scale of the issue.,0.5,80,Sadness for the job losses and economic impact.,0.4,70,Disgust at the potential for unsanitary food practices.,0.4,70,Anger from those who feel the closures are unjustified or excessive.,0.5,75,Anticipation for the future and the resolution of the situation.
15,bbc_arabic,How did Egyptians react to the authorities' decision to close famous food and sweets stores?,"Egyptian authorities have closed several food and sweets stores, including the popular ""Balaben,"" due to food safety concerns and reported cases of food poisoning. The National Food Safety Authority cited complaints and found pathogenic bacteria and banned food coloring in samples taken from various branches. While Balaben initially attributed the closures to administrative issues, they later acknowledged struggling to resolve the situation with authorities. The closures followed similar actions in Saudi Arabia due to poisoning complaints. The decision has sparked widespread reactions, with some supporting the government's action to protect public health, while others express concern over the job losses resulting from the closures, with Balaben claiming over 25,000 workers are affected. Some users also questioned the ownership of Balaben, alleging the owner is not Egyptian and owns other closed restaurants.",15_bbc-news_20250420-061731.txt,Food Safety,-0.8,95,"The sentiment is predominantly negative due to the presence of bacteria and unsafe practices. The phrases ""بكتريا ممرضه"" (pathogenic bacteria) and ""ألوان محظورة دوليا"" (internationally banned colors) create a strong negative impression.",0.0,95,No indication of joy.,0.1,50,Very low trust in the food safety standards of the affected establishments.,0.8,90,High fear due to the risk of food poisoning.,0.3,70,Surprise at the extent of the violations.,0.2,60,Sadness related to the potential harm caused.,0.9,95,Very high disgust due to the unsanitary conditions and harmful substances.,0.6,80,Anger at those responsible for the food safety violations.,0.4,70,Hope for improved food safety standards in the future.
16,bbc_arabic,The Great Depression: How the American Economic Crisis Changed the Course of the World?,"The article discusses the parallels between current US protectionist policies under President Trump and the economic conditions leading to the Great Depression. It recounts the events of the 1929 stock market crash and its global impact, including bank failures, unemployment, and the rise of extremist ideologies in Europe. The article highlights the role of the Smoot-Hawley Tariff Act in exacerbating the crisis and draws comparisons to Trump's current trade policies. It also discusses Franklin D. Roosevelt's ""New Deal"" as a response to the crisis and emphasizes the importance of trust in the economic system. The article concludes by warning that repeating past mistakes could lead to another global catastrophe, especially with the rise of new economic powers.",16_bbc-economic_20250420-060038.txt,The Great Depression,-0.9,95,The Great Depression is inherently a negative event with devastating consequences.,0.0,99,"The Great Depression was a time of hardship, not joy.",0.0,99,The Great Depression eroded trust in institutions.,0.9,95,The Great Depression instilled fear of economic collapse.,0.6,80,The suddenness of the crash was surprising.,0.9,95,The Great Depression caused widespread sadness and suffering.,0.5,70,Some may feel disgust at the policies that led to the Depression.,0.7,80,The Depression caused anger at the perceived failures of leadership.,0.3,60,The Depression led to anticipation of future crises.
17,bbc_arabic,The Great Depression: How the American Economic Crisis Changed the Course of the World?,"The article discusses the parallels between current US protectionist policies under President Trump and the economic conditions leading to the Great Depression. It recounts the events of the 1929 stock market crash and its global impact, including bank failures, unemployment, and the rise of extremist ideologies in Europe. The article highlights the role of the Smoot-Hawley Tariff Act in exacerbating the crisis and draws comparisons to Trump's current trade policies. It also discusses Franklin D. Roosevelt's ""New Deal"" as a response to the crisis and emphasizes the importance of trust in the economic system. The article concludes by warning that repeating past mistakes could lead to another global catastrophe, especially with the rise of new economic powers.",16_bbc-economic_20250420-060038.txt,Donald Trump's Policies,-0.5,85,Donald Trump's policies are presented as potentially harmful and reminiscent of policies that exacerbated the Great Depression.,0.1,40,"Some supporters may feel joy, but the article focuses on negative aspects.",0.2,50,Trust in Trump's policies is divided.,0.7,90,The article suggests his policies could lead to negative outcomes.,0.4,60,Some of his policies may be unexpected.,0.3,60,Potential negative economic consequences could cause sadness.,0.5,70,Opponents may feel disgust at his policies.,0.6,80,His policies provoke anger in some.,0.6,80,There is anticipation about the future impact of his policies.
18,bbc_arabic,The Great Depression: How the American Economic Crisis Changed the Course of the World?,"The article discusses the parallels between current US protectionist policies under President Trump and the economic conditions leading to the Great Depression. It recounts the events of the 1929 stock market crash and its global impact, including bank failures, unemployment, and the rise of extremist ideologies in Europe. The article highlights the role of the Smoot-Hawley Tariff Act in exacerbating the crisis and draws comparisons to Trump's current trade policies. It also discusses Franklin D. Roosevelt's ""New Deal"" as a response to the crisis and emphasizes the importance of trust in the economic system. The article concludes by warning that repeating past mistakes could lead to another global catastrophe, especially with the rise of new economic powers.",16_bbc-economic_20250420-060038.txt,Smoot-Hawley Tariff Act,-0.8,90,"The Smoot-Hawley Tariff Act is described as a policy that worsened the Great Depression, making it a negative element.",0.0,95,The Act had no positive aspects in the context of the article.,0.0,95,The Act eroded trust in economic policy.,0.8,90,The Act worsened the economic crisis.,0.3,60,The extent of the Act's negative impact might have been surprising.,0.7,85,The Act contributed to the suffering during the Depression.,0.6,75,The Act is viewed negatively and can evoke disgust.,0.7,85,The Act caused anger due to its perceived mismanagement.,0.4,65,The Act created anticipation of further economic problems.
19,bbc_arabic,The Great Depression: How the American Economic Crisis Changed the Course of the World?,"The article discusses the parallels between current US protectionist policies under President Trump and the economic conditions leading to the Great Depression. It recounts the events of the 1929 stock market crash and its global impact, including bank failures, unemployment, and the rise of extremist ideologies in Europe. The article highlights the role of the Smoot-Hawley Tariff Act in exacerbating the crisis and draws comparisons to Trump's current trade policies. It also discusses Franklin D. Roosevelt's ""New Deal"" as a response to the crisis and emphasizes the importance of trust in the economic system. The article concludes by warning that repeating past mistakes could lead to another global catastrophe, especially with the rise of new economic powers.",16_bbc-economic_20250420-060038.txt,The New Deal,0.7,85,The New Deal is presented as a positive response to the Great Depression.,0.6,75,The New Deal brought relief and improved the mood.,0.8,90,The New Deal restored trust in the government and economy.,0.1,40,The New Deal reduced fear of economic collapse.,0.3,60,The scale of the New Deal might have been surprising.,0.2,50,The New Deal helped alleviate sadness caused by the Depression.,0.0,95,"The New Deal was a solution, not a cause for disgust.",0.1,40,The New Deal reduced anger caused by the Depression.,0.7,85,The New Deal created anticipation of a better future.
20,bbc_arabic,The Great Depression: How the American Economic Crisis Changed the Course of the World?,"The article discusses the parallels between current US protectionist policies under President Trump and the economic conditions leading to the Great Depression. It recounts the events of the 1929 stock market crash and its global impact, including bank failures, unemployment, and the rise of extremist ideologies in Europe. The article highlights the role of the Smoot-Hawley Tariff Act in exacerbating the crisis and draws comparisons to Trump's current trade policies. It also discusses Franklin D. Roosevelt's ""New Deal"" as a response to the crisis and emphasizes the importance of trust in the economic system. The article concludes by warning that repeating past mistakes could lead to another global catastrophe, especially with the rise of new economic powers.",16_bbc-economic_20250420-060038.txt,Rise of Nazism,-0.9,95,"The rise of Nazism is presented as a direct consequence of the economic crisis, making it a negative topic.",0.0,99,The rise of Nazism is a purely negative event.,0.0,99,The rise of Nazism eroded trust in humanity.,0.9,95,The rise of Nazism instilled fear of war and oppression.,0.4,60,The speed of the Nazi rise to power was surprising.,0.8,90,The rise of Nazism led to immense suffering.,0.9,95,The ideology of Nazism is inherently disgusting.,0.9,95,The rise of Nazism caused widespread anger and resentment.,0.1,40,The rise of Nazism led to anticipation of war.
21,bbc_arabic,The Great Depression: How the American Economic Crisis Changed the Course of the World?,"The article discusses the parallels between current US protectionist policies under President Trump and the economic conditions leading to the Great Depression. It recounts the events of the 1929 stock market crash and its global impact, including bank failures, unemployment, and the rise of extremist ideologies in Europe. The article highlights the role of the Smoot-Hawley Tariff Act in exacerbating the crisis and draws comparisons to Trump's current trade policies. It also discusses Franklin D. Roosevelt's ""New Deal"" as a response to the crisis and emphasizes the importance of trust in the economic system. The article concludes by warning that repeating past mistakes could lead to another global catastrophe, especially with the rise of new economic powers.",16_bbc-economic_20250420-060038.txt,Protectionist Policies,-0.6,85,"The article suggests that protectionist policies can lead to negative economic consequences, aligning the sentiment with a negative view.",0.1,40,"Some proponents may feel joy, but the article focuses on negative aspects.",0.2,50,Trust in protectionist policies is divided.,0.7,90,The article suggests these policies could lead to negative outcomes.,0.4,60,The implementation of these policies may be unexpected.,0.3,60,Potential negative economic consequences could cause sadness.,0.5,70,Opponents may feel disgust at these policies.,0.6,80,These policies provoke anger in some.,0.6,80,There is anticipation about the future impact of these policies.
22,bbc_arabic,What are the implications of the Sudanese-al-Shara meeting for Iraq and Syria?,"The article discusses the implications of a meeting between Iraqi Prime Minister Mohammed Shia al-Sudani and Syrian transitional leader Ahmed al-Shara, mediated by the Emir of Qatar. The meeting, initially intended to be unannounced due to opposition within Iraq to normalizing relations with the Syrian government, aimed to gauge al-Shara's stance. The leak of the meeting's photo caused embarrassment for the Iraqi government, which had not officially announced it. The meeting occurred before the upcoming Arab League summit in Iraq and follows calls from Qatar for reconciliation between Syria and Iraq. The article highlights the complex history between Iraq and Syria, including past tensions and recent cooperation against ISIS. It also emphasizes Iraq's growing role in regional stability and the potential benefits of normalized relations for both countries, particularly in security and energy. The article notes that there are differing opinions on the meeting, with some fearing internal and regional pressures that could hinder improved relations.",16_bbc-news_20250420-061742.txt,Meeting between Sudanese and al-Shara,0.3,80,"The overall tone is cautiously optimistic, focusing on potential benefits but acknowledging existing obstacles and controversies.",0.2,60,"The meeting is seen as a potential positive step, but it's not outright celebratory.",0.4,70,"The meeting aims to build trust, but there are existing reservations.",0.3,75,The potential backlash and opposition to the meeting contribute to fear.,0.5,80,The unexpected nature of the meeting and its leak contribute to surprise.,0.2,60,Past conflicts and unresolved issues contribute to sadness.,0.1,50,Some Iraqis may feel disgust towards al-Shara due to past accusations.,0.3,70,Opposition groups within Iraq may feel anger towards the meeting.,0.6,85,The meeting generates anticipation for future developments.
23,bbc_arabic,What are the implications of the Sudanese-al-Shara meeting for Iraq and Syria?,"The article discusses the implications of a meeting between Iraqi Prime Minister Mohammed Shia al-Sudani and Syrian transitional leader Ahmed al-Shara, mediated by the Emir of Qatar. The meeting, initially intended to be unannounced due to opposition within Iraq to normalizing relations with the Syrian government, aimed to gauge al-Shara's stance. The leak of the meeting's photo caused embarrassment for the Iraqi government, which had not officially announced it. The meeting occurred before the upcoming Arab League summit in Iraq and follows calls from Qatar for reconciliation between Syria and Iraq. The article highlights the complex history between Iraq and Syria, including past tensions and recent cooperation against ISIS. It also emphasizes Iraq's growing role in regional stability and the potential benefits of normalized relations for both countries, particularly in security and energy. The article notes that there are differing opinions on the meeting, with some fearing internal and regional pressures that could hinder improved relations.",16_bbc-news_20250420-061742.txt,Ahmed al-Shara,-0.5,90,Al-Shara is presented as a controversial figure due to accusations of targeting Iraqis after 2003.,0.0,90,Very little joy associated with this figure.,0.1,90,Low trust due to accusations.,0.6,85,Some Iraqis may fear him due to past actions.,0.1,50,Minimal surprise.,0.4,70,Some sadness associated with the accusations.,0.7,90,Strong disgust due to alleged involvement in violence.,0.8,95,Significant anger from those who hold him responsible.,0.1,50,Low anticipation.
